ec2_instance_type,ec2_instance_count,ec2_hours,ec2_pricing_model,codebuild_minutes,pipeline_count,s3_storage_gb,ecr_storage_gb,rds_instance_type,rds_hours,rds_storage_gb,data_transfer_out_gb,cloudwatch_logs_gb,region,environment,monthly_cost_usd
t3.large,3,720,on_demand,910,4,62,17,db.t3.medium,720,123,170,5,eu-west-1,prod,253.43
m5.large,1,360,on_demand,1468,3,110,20,db.t3.medium,720,258,60,16,us-east-1,stage,108.07
t3.large,4,360,on_demand,2152,3,31,96,db.m5.large,720,224,156,41,us-west-2,dev,313.66
c5.xlarge,3,720,spot,2468,1,26,97,db.m5.large,720,216,49,46,eu-west-1,prod,335.17
m5.xlarge,6,360,on_demand,1683,3,190,90,db.m5.large,720,185,185,10,us-west-2,dev,596.39
t3.small,5,720,on_demand,1102,3,165,90,db.t3.medium,720,51,155,44,us-east-1,stage,177.38
c5.large,3,720,spot,798,5,172,16,db.m5.large,720,153,102,30,eu-west-1,dev,245.41
c5.large,4,720,on_demand,1362,4,155,80,db.t3.micro,720,59,103,31,us-west-2,stage,300.19
t3.medium,4,720,reserved,580,1,18,49,db.t3.micro,720,189,50,4,us-east-1,stage,104.83
t3.small,6,360,on_demand,1617,2,108,52,db.t3.micro,720,52,121,6,us-east-1,dev,86.83
m5.xlarge,4,360,on_demand,1595,4,22,30,db.t3.medium,720,80,149,28,eu-west-1,dev,363.61
m5.xlarge,1,720,spot,614,3,185,25,db.m5.large,720,52,79,48,eu-west-1,dev,234.47
t3.large,6,360,on_demand,1724,4,130,42,db.t3.medium,720,231,120,23,us-east-1,prod,266.06
m5.xlarge,5,720,spot,1000,5,10,43,db.t3.micro,720,169,37,45,us-east-1,dev,324.08
m5.large,1,720,on_demand,1722,4,37,78,db.t3.micro,720,169,149,23,us-east-1,stage,123.53
m5.xlarge,1,720,reserved,227,4,128,66,db.t3.medium,720,230,43,5,us-west-2,prod,155.14
c5.large,1,360,spot,1120,5,35,40,db.t3.micro,720,164,127,30,us-west-2,prod,61.32
c5.xlarge,4,360,spot,2230,3,76,58,db.t3.medium,720,85,24,4,us-east-1,stage,169.02
c5.large,6,360,on_demand,2211,3,109,21,db.t3.medium,720,244,76,45,us-west-2,prod,276.84
t3.medium,2,720,reserved,2227,5,135,16,db.m5.large,720,73,73,16,us-east-1,stage,207.59
c5.xlarge,2,720,reserved,1192,1,68,48,db.t3.micro,720,46,113,47,us-west-2,dev,217.35
c5.xlarge,4,360,on_demand,1753,4,177,42,db.t3.micro,720,159,67,8,us-west-2,dev,284.11
t3.medium,4,360,on_demand,2266,2,49,74,db.m5.large,720,73,70,25,us-west-2,stage,236.8
m5.large,2,720,on_demand,619,2,104,38,db.m5.large,720,117,172,47,eu-west-1,prod,324.75
t3.small,5,360,spot,1951,3,35,40,db.t3.medium,720,119,129,18,eu-west-1,dev,98.39
m5.large,5,720,spot,2002,4,84,49,db.m5.large,720,51,41,27,us-east-1,dev,310.51
c5.xlarge,6,360,spot,2346,3,193,36,db.t3.micro,720,121,159,2,us-east-1,prod,194.2
t3.micro,2,360,reserved,1214,5,49,86,db.t3.medium,720,278,90,20,eu-west-1,dev,87.0
t3.large,2,360,on_demand,1324,5,42,16,db.t3.medium,720,41,79,31,us-west-2,prod,139.94
t3.small,6,720,reserved,2204,3,178,68,db.t3.medium,720,270,64,44,us-west-2,stage,156.32
c5.xlarge,5,360,on_demand,2265,2,136,31,db.t3.medium,720,81,164,14,eu-west-1,prod,393.55
m5.large,1,360,spot,2451,1,24,7,db.t3.medium,720,277,45,30,us-west-2,stage,94.62
m5.xlarge,1,360,spot,577,5,131,63,db.t3.medium,720,283,186,9,eu-west-1,dev,109.33
c5.xlarge,6,720,spot,329,3,159,65,db.t3.micro,720,38,74,28,us-west-2,stage,338.46
c5.large,6,360,spot,1959,3,130,19,db.t3.micro,720,136,188,46,us-east-1,stage,140.28
c5.xlarge,6,360,reserved,1526,1,137,38,db.m5.large,720,111,47,16,eu-west-1,stage,403.73
t3.small,6,360,spot,2205,3,152,78,db.t3.medium,720,78,63,43,eu-west-1,prod,115.7
c5.large,1,360,reserved,220,2,129,54,db.t3.medium,720,285,26,47,us-west-2,dev,103.44
c5.xlarge,3,360,spot,347,1,90,85,db.m5.large,720,277,71,17,eu-west-1,stage,238.88
t3.micro,5,720,reserved,545,3,37,15,db.t3.micro,720,79,139,7,eu-west-1,dev,57.66
c5.xlarge,4,720,on_demand,1638,4,24,63,db.t3.micro,720,162,47,50,eu-west-1,dev,546.11
t3.micro,4,720,reserved,416,2,12,15,db.t3.micro,720,99,59,22,eu-west-1,dev,51.87
t3.medium,2,720,reserved,1047,1,107,41,db.m5.large,720,294,13,27,us-west-2,stage,203.64
m5.xlarge,4,720,spot,1069,3,48,53,db.t3.medium,720,157,59,12,eu-west-1,stage,292.48
t3.medium,6,720,on_demand,816,1,128,56,db.m5.large,720,196,99,2,eu-west-1,dev,340.49
t3.micro,4,720,spot,375,4,184,30,db.t3.medium,720,93,186,27,us-west-2,stage,99.57
c5.xlarge,1,720,reserved,410,2,97,58,db.m5.large,720,158,78,13,us-west-2,prod,241.4
m5.large,3,720,reserved,1607,2,152,90,db.t3.medium,720,59,11,19,us-west-2,prod,214.05
t3.small,6,360,reserved,2090,4,105,61,db.t3.micro,720,65,177,4,us-west-2,prod,78.34
m5.xlarge,3,720,on_demand,2138,2,98,25,db.t3.medium,720,158,16,30,us-west-2,prod,494.84
t3.micro,3,720,on_demand,1288,4,136,7,db.t3.micro,720,137,22,19,us-east-1,dev,56.45
t3.large,4,720,spot,1891,2,23,85,db.t3.medium,720,27,63,32,eu-west-1,stage,184.24
t3.small,2,360,on_demand,705,3,76,91,db.t3.medium,720,24,12,50,eu-west-1,dev,103.67
t3.small,3,360,on_demand,1827,1,56,89,db.t3.micro,720,117,14,17,eu-west-1,dev,63.79
t3.small,4,720,spot,333,3,10,90,db.t3.medium,720,45,51,35,eu-west-1,prod,105.19
c5.large,1,720,reserved,979,4,134,78,db.t3.medium,720,22,9,28,us-west-2,stage,118.61
t3.micro,2,360,on_demand,1361,2,66,83,db.t3.medium,720,85,16,14,us-east-1,stage,80.79
c5.xlarge,1,720,spot,1712,3,102,68,db.t3.micro,720,154,136,48,us-west-2,prod,115.15
t3.micro,5,720,reserved,742,3,181,26,db.t3.micro,720,174,102,15,us-west-2,prod,63.73
m5.large,4,720,spot,2335,4,143,52,db.t3.micro,720,86,98,12,eu-west-1,dev,157.82
t3.small,5,720,on_demand,2496,2,26,89,db.t3.micro,720,209,121,27,us-west-2,dev,133.49
t3.medium,1,360,spot,304,3,70,55,db.t3.micro,720,38,26,12,us-west-2,stage,35.2
t3.large,2,360,reserved,365,2,34,76,db.m5.large,720,38,145,27,us-west-2,dev,213.93
t3.medium,1,720,reserved,549,1,67,78,db.t3.micro,720,120,36,7,us-west-2,stage,50.53
t3.large,5,360,spot,614,2,166,35,db.t3.micro,720,184,59,44,us-west-2,stage,109.84
c5.xlarge,3,720,on_demand,984,4,104,94,db.t3.micro,720,137,45,9,eu-west-1,dev,404.7
c5.xlarge,6,360,spot,930,1,82,21,db.m5.large,720,28,183,31,eu-west-1,stage,325.73
m5.xlarge,3,360,on_demand,1269,1,162,98,db.t3.medium,720,47,21,1,us-east-1,stage,277.86
t3.small,3,720,reserved,486,4,170,97,db.m5.large,720,174,10,14,us-west-2,stage,191.38
t3.small,1,360,spot,2032,4,34,37,db.t3.medium,720,297,34,5,eu-west-1,stage,71.44
c5.large,6,360,on_demand,616,4,155,38,db.t3.micro,720,48,136,8,us-east-1,dev,222.53
c5.large,5,720,reserved,1704,1,162,16,db.t3.medium,720,150,161,20,eu-west-1,stage,285.48
c5.large,2,720,on_demand,379,4,138,68,db.t3.micro,720,180,94,12,us-east-1,stage,160.97
m5.xlarge,1,720,on_demand,1261,3,45,31,db.m5.large,720,39,70,4,eu-west-1,stage,295.22
t3.medium,4,720,spot,1778,3,149,94,db.t3.medium,720,259,75,17,eu-west-1,dev,133.13
t3.micro,5,720,reserved,957,2,36,22,db.m5.large,720,81,171,38,eu-west-1,stage,204.78
c5.xlarge,5,360,on_demand,331,2,114,7,db.m5.large,720,163,63,37,us-east-1,stage,473.39
t3.small,1,360,spot,1466,5,32,45,db.m5.large,720,82,13,5,us-east-1,dev,157.47
t3.large,2,720,spot,801,5,30,9,db.t3.micro,720,194,80,41,eu-west-1,dev,93.46
m5.xlarge,3,720,on_demand,296,3,128,22,db.t3.micro,720,208,24,50,us-east-1,stage,460.74
t3.medium,1,360,on_demand,612,2,38,94,db.t3.medium,720,226,31,17,eu-west-1,dev,87.84
t3.small,6,720,on_demand,2476,4,38,83,db.t3.medium,720,248,53,18,eu-west-1,prod,173.42
m5.large,2,720,on_demand,633,5,123,5,db.t3.micro,720,100,163,3,us-west-2,dev,173.14
t3.large,5,360,reserved,1583,3,93,29,db.t3.medium,720,191,140,30,us-west-2,dev,186.14
t3.micro,3,360,reserved,358,5,142,34,db.t3.medium,720,104,95,19,us-west-2,prod,82.05
t3.small,5,720,spot,256,1,48,83,db.m5.large,720,254,94,30,us-east-1,dev,202.34
m5.xlarge,2,360,spot,401,2,70,78,db.m5.large,720,63,177,18,us-east-1,stage,229.88
m5.large,1,720,on_demand,229,3,165,51,db.t3.micro,720,163,80,27,us-west-2,dev,112.1
t3.small,6,360,reserved,301,4,18,18,db.m5.large,720,21,180,34,us-west-2,dev,204.36
c5.xlarge,3,720,reserved,548,4,92,28,db.m5.large,720,85,56,43,us-west-2,prod,411.12
m5.large,6,360,spot,1467,5,73,85,db.t3.medium,720,42,164,5,us-east-1,stage,165.96
m5.large,4,720,spot,769,4,84,76,db.t3.medium,720,39,136,36,us-west-2,stage,202.45
t3.large,2,360,spot,2458,5,133,48,db.t3.micro,720,137,174,14,eu-west-1,prod,79.01
t3.medium,4,720,reserved,217,2,78,60,db.t3.micro,720,164,48,26,eu-west-1,stage,116.31
t3.small,4,720,on_demand,865,1,154,19,db.m5.large,720,139,125,42,eu-west-1,prod,240.16
t3.large,5,360,on_demand,688,4,38,95,db.m5.large,720,77,184,16,eu-west-1,prod,326.37
c5.large,1,360,on_demand,1791,4,188,71,db.t3.medium,720,212,132,34,us-east-1,stage,128.1
t3.large,4,720,spot,956,4,87,58,db.m5.large,720,247,157,4,eu-west-1,dev,262.8
t3.small,2,720,spot,1631,1,160,7,db.t3.micro,720,215,88,15,eu-west-1,dev,52.18
c5.large,5,720,reserved,1053,5,138,43,db.t3.micro,720,133,200,46,us-east-1,prod,264.88
t3.large,6,720,reserved,1996,1,147,74,db.t3.medium,720,25,11,33,us-east-1,dev,320.12
c5.xlarge,6,720,on_demand,1051,4,61,77,db.t3.medium,720,172,20,5,us-east-1,dev,801.3
t3.medium,5,360,spot,2329,1,62,25,db.t3.medium,720,134,114,47,us-west-2,prod,127.52
c5.large,1,720,reserved,2252,5,198,60,db.m5.large,720,45,49,44,us-west-2,dev,226.24
m5.large,4,720,on_demand,2483,1,136,65,db.m5.large,720,159,33,35,eu-west-1,dev,457.23
t3.large,2,360,on_demand,520,2,101,17,db.t3.micro,720,115,175,43,us-west-2,prod,116.02
m5.xlarge,1,360,on_demand,1291,5,153,10,db.t3.micro,720,238,97,46,us-east-1,dev,124.06
m5.large,6,720,spot,1039,4,142,54,db.t3.micro,720,142,183,21,us-west-2,stage,218.96
t3.micro,4,720,spot,1669,4,171,26,db.m5.large,720,89,115,3,us-west-2,stage,176.95
t3.micro,5,360,reserved,490,5,33,48,db.t3.medium,720,55,166,3,eu-west-1,stage,84.86
t3.medium,4,360,on_demand,926,5,70,98,db.m5.large,720,113,107,40,eu-west-1,stage,243.81
t3.large,5,360,on_demand,1690,2,72,95,db.m5.large,720,27,112,42,us-east-1,stage,338.69
m5.xlarge,4,720,on_demand,461,3,192,5,db.m5.large,720,180,103,4,eu-west-1,prod,709.69
c5.xlarge,3,360,on_demand,1986,4,71,70,db.m5.large,720,169,149,35,eu-west-1,prod,371.31
c5.xlarge,2,360,spot,1323,4,121,24,db.t3.medium,720,35,54,5,us-east-1,stage,116.36
c5.large,3,720,reserved,894,2,57,22,db.t3.medium,720,288,82,26,eu-west-1,prod,195.94
t3.large,3,720,spot,1139,2,48,54,db.t3.medium,720,164,168,16,eu-west-1,prod,155.44
m5.large,6,360,on_demand,2337,3,112,35,db.t3.micro,720,115,68,46,us-west-2,prod,266.48
t3.medium,6,360,reserved,1891,3,165,74,db.m5.large,720,26,158,43,eu-west-1,prod,253.02
t3.micro,6,720,reserved,640,1,39,27,db.t3.micro,720,108,17,41,eu-west-1,stage,70.27
m5.xlarge,6,360,on_demand,2213,2,62,67,db.t3.micro,720,84,20,18,eu-west-1,dev,456.95
t3.small,4,720,spot,2138,4,197,73,db.m5.large,720,86,97,43,eu-west-1,stage,214.95
c5.xlarge,5,360,spot,307,5,89,19,db.m5.large,720,203,81,36,eu-west-1,prod,291.41
m5.xlarge,3,360,reserved,1799,4,165,66,db.t3.micro,720,209,138,31,us-west-2,dev,194.33
m5.xlarge,6,720,on_demand,1978,5,142,7,db.t3.micro,720,288,119,38,eu-west-1,prod,885.25
c5.xlarge,4,720,on_demand,2103,2,74,44,db.m5.large,720,121,113,47,us-west-2,dev,678.13
t3.micro,2,720,spot,733,2,120,60,db.m5.large,720,111,9,46,us-east-1,prod,180.47
m5.large,4,360,reserved,573,5,92,96,db.m5.large,720,118,22,48,us-east-1,dev,268.66
m5.large,4,360,reserved,1676,5,62,56,db.m5.large,720,91,81,14,us-west-2,prod,257.79
t3.large,2,720,on_demand,1371,5,157,56,db.m5.large,720,80,41,14,us-west-2,dev,284.8
t3.small,2,360,spot,974,3,33,60,db.m5.large,720,106,114,5,us-east-1,stage,168.62
c5.xlarge,2,360,on_demand,278,1,198,9,db.t3.medium,720,239,9,37,eu-west-1,stage,196.79
t3.large,4,360,spot,806,4,200,51,db.t3.micro,720,104,159,38,eu-west-1,stage,107.2
c5.xlarge,2,360,on_demand,1492,4,179,88,db.t3.micro,720,169,61,48,us-west-2,dev,184.51
t3.medium,2,720,on_demand,903,2,99,17,db.m5.large,720,294,71,16,eu-west-1,dev,221.03
c5.large,5,360,reserved,2299,2,38,47,db.t3.micro,720,37,157,16,us-west-2,prod,150.89
t3.medium,5,360,reserved,1101,2,196,44,db.m5.large,720,237,181,38,us-west-2,stage,236.62
t3.large,6,720,on_demand,852,3,72,50,db.m5.large,720,270,83,34,us-west-2,dev,533.05
t3.large,2,720,reserved,843,4,114,9,db.t3.medium,720,246,64,3,eu-west-1,prod,141.11
t3.large,3,720,reserved,469,5,140,19,db.m5.large,720,81,124,33,us-west-2,prod,290.18
t3.small,2,360,spot,2104,5,104,77,db.m5.large,720,176,34,4,us-east-1,stage,169.9
c5.large,5,720,reserved,1134,5,74,74,db.m5.large,720,285,41,44,us-west-2,stage,377.6
t3.large,6,360,on_demand,1526,1,166,8,db.t3.medium,720,293,144,41,us-east-1,prod,273.66
c5.xlarge,5,360,on_demand,663,1,161,86,db.t3.medium,720,242,190,22,us-east-1,dev,397.96
m5.large,6,720,on_demand,1918,2,97,31,db.m5.large,720,155,195,1,eu-west-1,stage,585.93
t3.large,4,720,on_demand,2370,3,78,74,db.t3.micro,720,202,56,12,us-west-2,stage,283.94
t3.medium,6,720,reserved,670,4,175,94,db.m5.large,720,149,134,43,us-east-1,dev,305.39
c5.large,1,720,spot,740,1,96,41,db.t3.micro,720,151,189,22,us-west-2,prod,74.74
c5.large,6,360,reserved,1862,4,87,7,db.t3.micro,720,170,58,8,us-east-1,dev,152.81
t3.small,5,360,on_demand,2297,5,43,42,db.t3.medium,720,181,174,11,eu-west-1,stage,123.51
c5.xlarge,5,360,reserved,1848,3,38,80,db.t3.micro,720,128,178,2,us-east-1,prod,246.27
m5.xlarge,4,360,spot,1269,1,148,11,db.t3.micro,720,45,99,7,eu-west-1,dev,146.09
t3.small,3,360,reserved,335,1,11,15,db.m5.large,720,256,149,3,eu-west-1,stage,171.18
t3.large,6,720,reserved,2181,4,160,92,db.m5.large,720,272,93,10,us-east-1,prod,409.02
t3.medium,6,720,reserved,1031,3,142,76,db.t3.medium,720,292,80,8,us-west-2,prod,192.27
t3.large,6,720,spot,374,3,26,12,db.t3.medium,720,81,90,12,us-west-2,dev,209.78
t3.medium,5,720,reserved,754,3,91,44,db.t3.micro,720,250,168,45,us-east-1,prod,157.47
m5.large,4,720,reserved,1010,5,100,34,db.t3.medium,720,274,98,11,us-west-2,dev,253.02
t3.medium,1,720,reserved,2105,2,75,75,db.t3.medium,720,237,195,16,eu-west-1,stage,113.01
t3.medium,5,360,reserved,442,4,138,8,db.t3.medium,720,197,131,11,us-west-2,prod,120.39
t3.medium,6,360,reserved,535,4,72,66,db.m5.large,720,176,112,30,eu-west-1,prod,232.66
c5.large,3,720,spot,2399,4,94,20,db.t3.micro,720,108,37,44,eu-west-1,stage,127.17
t3.medium,1,360,on_demand,729,2,105,6,db.m5.large,720,44,76,26,us-west-2,stage,179.72
m5.large,2,720,on_demand,211,3,122,68,db.m5.large,720,205,173,18,us-west-2,prod,311.71
c5.xlarge,5,720,on_demand,2134,5,189,44,db.t3.medium,720,177,6,1,eu-west-1,prod,680.7
t3.medium,4,720,on_demand,2086,3,133,38,db.m5.large,720,66,96,50,eu-west-1,dev,308.98
m5.xlarge,6,360,on_demand,1276,5,81,38,db.t3.micro,720,64,74,25,us-east-1,prod,458.16
c5.xlarge,4,720,spot,919,5,43,89,db.t3.micro,720,77,48,34,eu-west-1,stage,243.88
m5.large,5,720,spot,1224,1,133,54,db.t3.micro,720,63,159,6,us-west-2,dev,182.37
t3.medium,1,360,spot,1355,2,76,15,db.t3.micro,720,66,70,5,eu-west-1,dev,37.05
m5.large,4,720,reserved,257,3,36,79,db.t3.micro,720,165,100,1,us-west-2,dev,211.47
m5.xlarge,4,360,reserved,1222,4,110,87,db.m5.large,720,169,90,50,eu-west-1,dev,368.39
t3.large,1,360,on_demand,2268,3,78,97,db.t3.micro,720,165,67,13,us-west-2,prod,77.56
t3.large,1,360,on_demand,539,1,86,39,db.t3.medium,720,280,43,28,eu-west-1,stage,104.64
m5.xlarge,6,720,on_demand,2033,3,86,29,db.m5.large,720,90,50,4,eu-west-1,stage,989.22
m5.large,4,720,spot,2229,2,81,52,db.m5.large,720,272,11,16,eu-west-1,stage,276.03
t3.micro,1,720,reserved,329,5,41,65,db.m5.large,720,126,125,12,eu-west-1,dev,169.45
m5.xlarge,3,360,reserved,2452,2,150,45,db.t3.medium,720,78,189,45,eu-west-1,prod,242.74
t3.small,6,720,spot,1562,2,124,86,db.t3.medium,720,124,79,42,us-east-1,stage,131.55
t3.medium,4,720,on_demand,394,2,161,19,db.t3.medium,720,98,28,36,eu-west-1,dev,196.14
m5.xlarge,5,720,reserved,744,3,107,12,db.t3.medium,720,188,80,7,us-east-1,dev,515.6
t3.small,4,360,reserved,1881,5,74,93,db.t3.micro,720,126,189,18,us-west-2,dev,78.13
t3.micro,6,720,spot,1366,5,54,13,db.t3.micro,720,266,40,18,eu-west-1,prod,52.18
t3.micro,5,360,spot,2399,3,161,14,db.t3.medium,720,283,145,36,eu-west-1,stage,103.88
c5.large,6,720,spot,1967,1,111,78,db.t3.micro,720,270,146,36,eu-west-1,dev,210.45
c5.xlarge,4,360,reserved,2074,1,80,94,db.t3.medium,720,187,74,17,us-east-1,prod,244.13
c5.xlarge,4,360,on_demand,1999,1,136,7,db.m5.large,720,292,184,8,us-west-2,stage,417.42
t3.micro,3,720,reserved,1379,2,77,61,db.t3.micro,720,57,92,6,eu-west-1,prod,52.89
m5.large,4,360,spot,497,3,37,88,db.t3.medium,720,241,64,45,eu-west-1,stage,143.93
c5.xlarge,6,720,on_demand,1656,2,154,63,db.m5.large,720,187,27,38,us-east-1,stage,912.19
m5.xlarge,4,720,reserved,2127,2,191,74,db.m5.large,720,140,144,48,us-west-2,prod,557.05
t3.micro,4,360,on_demand,2428,5,198,98,db.t3.micro,720,44,41,22,us-west-2,dev,68.4
t3.large,3,720,spot,2342,1,132,6,db.t3.micro,720,285,159,37,eu-west-1,dev,132.28
m5.large,4,360,reserved,926,3,135,12,db.m5.large,720,76,142,37,us-west-2,prod,268.31
c5.large,1,360,reserved,738,5,182,96,db.t3.micro,720,115,182,18,us-east-1,dev,74.99
t3.large,2,360,on_demand,1276,3,143,13,db.m5.large,720,266,97,23,us-west-2,dev,229.34
c5.large,1,360,reserved,1684,5,26,54,db.m5.large,720,37,166,21,eu-west-1,stage,197.99
m5.large,3,720,reserved,850,5,101,53,db.m5.large,720,204,195,27,us-east-1,dev,315.95
m5.xlarge,4,720,reserved,430,2,13,9,db.t3.micro,720,35,196,23,us-east-1,stage,404.15
c5.large,2,360,reserved,628,2,109,87,db.t3.micro,720,234,89,11,us-west-2,dev,79.88
c5.xlarge,3,360,spot,2250,1,199,56,db.m5.large,720,158,131,42,eu-west-1,dev,265.9
t3.micro,6,360,on_demand,2254,1,31,27,db.t3.micro,720,235,73,35,us-west-2,prod,73.46
m5.xlarge,3,360,reserved,1186,1,118,24,db.t3.micro,720,173,155,25,us-east-1,stage,184.52
t3.small,6,360,on_demand,1816,4,138,65,db.t3.medium,720,88,141,21,us-west-2,dev,135.11
t3.large,4,360,on_demand,2072,4,158,45,db.t3.medium,720,133,184,9,eu-west-1,stage,207.6
c5.xlarge,2,720,on_demand,1227,1,119,89,db.t3.medium,720,63,154,38,us-east-1,stage,343.67
m5.large,5,720,spot,311,1,120,40,db.t3.micro,720,193,186,18,us-west-2,dev,184.53
t3.micro,5,720,spot,2367,3,184,25,db.m5.large,720,125,184,42,us-east-1,prod,209.34
t3.micro,4,360,reserved,639,2,127,10,db.m5.large,720,135,82,50,eu-west-1,dev,187.47
c5.xlarge,5,720,on_demand,1206,3,163,29,db.t3.micro,720,202,124,33,us-west-2,dev,664.58
t3.medium,5,360,spot,2038,4,175,47,db.t3.medium,720,118,27,38,us-west-2,stage,118.54
t3.medium,1,360,spot,564,2,183,62,db.m5.large,720,217,135,19,eu-west-1,prod,179.11
m5.large,5,720,reserved,2363,1,174,42,db.t3.micro,720,130,118,28,eu-west-1,prod,281.52
c5.large,2,720,spot,1535,2,90,99,db.m5.large,720,199,123,32,eu-west-1,prod,233.92
c5.large,4,360,spot,1106,5,117,7,db.t3.micro,720,164,134,43,us-west-2,prod,103.68
t3.small,3,360,spot,1480,5,186,100,db.t3.micro,720,158,25,3,us-east-1,dev,46.65
t3.medium,5,720,spot,2173,3,122,52,db.t3.micro,720,239,127,17,us-west-2,stage,110.94
c5.xlarge,6,360,on_demand,1743,1,62,76,db.t3.micro,720,200,33,9,eu-west-1,dev,404.65
t3.medium,4,720,reserved,1178,4,84,34,db.t3.micro,720,279,193,2,us-east-1,dev,119.71
t3.small,5,360,on_demand,611,3,78,46,db.t3.medium,720,52,129,49,us-west-2,stage,131.24
t3.medium,5,720,reserved,1068,3,111,68,db.t3.medium,720,41,173,41,us-east-1,dev,196.35
m5.xlarge,2,360,spot,1256,4,167,59,db.m5.large,720,123,77,8,us-west-2,prod,220.49
m5.large,2,360,spot,2435,1,106,88,db.m5.large,720,52,31,4,eu-west-1,stage,194.09
t3.medium,5,720,spot,2358,4,184,14,db.t3.medium,720,46,133,24,us-east-1,prod,149.54
t3.medium,4,360,on_demand,1063,4,102,96,db.t3.micro,720,169,148,6,eu-west-1,prod,105.72
t3.micro,5,360,spot,637,2,50,43,db.t3.medium,720,224,164,21,eu-west-1,dev,89.62
t3.micro,2,360,on_demand,478,1,127,19,db.t3.medium,720,294,81,21,us-east-1,prod,80.73
c5.large,4,720,on_demand,2047,5,159,84,db.m5.large,720,41,133,36,us-west-2,stage,435.3
t3.micro,2,360,reserved,2121,3,18,90,db.t3.micro,720,133,85,6,us-east-1,dev,47.78
t3.small,6,360,on_demand,1312,3,188,35,db.t3.medium,720,171,41,15,us-west-2,dev,118.74
t3.small,5,720,on_demand,296,5,23,92,db.m5.large,720,230,97,46,us-east-1,stage,256.06
c5.xlarge,2,360,on_demand,1114,4,49,73,db.t3.micro,720,214,70,5,eu-west-1,prod,157.44
c5.xlarge,6,360,spot,225,3,79,43,db.t3.micro,720,192,132,42,us-east-1,stage,199.24
c5.large,4,360,reserved,1087,1,118,69,db.m5.large,720,190,11,30,us-east-1,dev,248.84
t3.small,6,720,on_demand,1298,3,125,99,db.m5.large,720,200,26,28,eu-west-1,dev,263.7
t3.micro,6,360,on_demand,792,5,117,48,db.m5.large,720,227,22,21,eu-west-1,dev,184.64
t3.small,2,720,reserved,1202,4,13,92,db.t3.micro,720,240,184,33,us-west-2,prod,80.28
c5.xlarge,5,360,reserved,2224,4,116,43,db.t3.medium,720,197,115,35,eu-west-1,prod,293.08
c5.xlarge,3,720,on_demand,1968,5,192,61,db.m5.large,720,254,53,38,us-east-1,dev,549.57
t3.small,4,360,on_demand,350,4,119,41,db.t3.medium,720,82,11,6,us-east-1,stage,90.77
c5.xlarge,3,360,spot,1875,2,156,67,db.m5.large,720,142,189,4,us-west-2,stage,250.35
m5.xlarge,5,720,on_demand,2220,3,164,99,db.m5.large,720,86,23,22,us-west-2,dev,867.28
m5.large,5,360,spot,2406,3,112,39,db.t3.micro,720,276,22,1,eu-west-1,dev,102.35
t3.medium,6,360,spot,1355,4,153,16,db.t3.medium,720,66,116,24,us-west-2,prod,118.52
m5.large,2,720,spot,942,2,33,73,db.t3.medium,720,156,197,8,us-west-2,stage,138.03
c5.xlarge,2,720,reserved,458,5,41,56,db.m5.large,720,193,77,22,us-west-2,dev,324.12
t3.large,6,720,reserved,1187,4,171,79,db.m5.large,720,134,74,50,us-west-2,prod,421.29
t3.medium,4,720,reserved,2193,1,21,29,db.m5.large,720,26,108,47,us-west-2,stage,263.68
m5.xlarge,4,360,spot,1251,2,75,36,db.t3.micro,720,236,22,27,us-east-1,dev,149.89
t3.small,3,720,spot,204,3,66,16,db.t3.medium,720,65,144,41,eu-west-1,dev,103.81
t3.medium,1,360,spot,1388,4,141,70,db.t3.medium,720,261,149,30,eu-west-1,stage,99.82
c5.large,3,360,on_demand,1601,1,148,71,db.m5.large,720,119,178,16,eu-west-1,prod,272.57
m5.large,2,360,spot,1959,4,76,33,db.t3.medium,720,127,152,17,us-west-2,dev,112.91
t3.small,4,720,on_demand,1676,5,91,80,db.t3.micro,720,255,143,47,us-east-1,dev,126.99
m5.xlarge,1,360,reserved,881,4,179,54,db.m5.large,720,202,10,20,us-west-2,dev,207.99
t3.small,6,720,spot,514,3,29,12,db.t3.medium,720,284,143,13,us-west-2,dev,107.99
m5.large,5,720,on_demand,781,3,138,69,db.t3.medium,720,280,93,44,eu-west-1,stage,438.19
t3.large,6,360,on_demand,2361,1,133,99,db.t3.micro,720,265,27,23,us-east-1,dev,230.65
m5.xlarge,1,720,spot,1190,4,34,87,db.m5.large,720,141,8,38,eu-west-1,stage,228.69
c5.xlarge,3,360,on_demand,1617,1,122,97,db.m5.large,720,185,191,26,us-west-2,dev,372.62
t3.medium,4,360,on_demand,547,1,122,37,db.t3.medium,720,129,143,30,eu-west-1,prod,145.25
t3.medium,2,360,spot,1022,3,63,63,db.t3.medium,720,265,24,15,eu-west-1,stage,82.74
c5.large,5,720,reserved,906,3,146,35,db.t3.medium,720,271,13,8,us-east-1,prod,263.7
c5.large,1,360,reserved,2219,2,190,63,db.t3.medium,720,257,77,38,us-west-2,prod,115.82
